epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,0.4358051592429479,85.96833333333333,0.06483491913601756,97.9
1,0.12761825979550678,96.07666666666667,0.024369554189406336,99.21
2,0.10182117988665898,97.07833333333333,0.025659185392409564,99.09
3,0.08902903975844383,97.32333333333334,0.02604841104684165,99.18
4,0.08245306328932445,97.565,0.018409571338241223,99.43
5,0.07694867381254832,97.78333333333333,0.019197468789259438,99.38
6,0.06836710634380579,98.015,0.027968499151198194,99.06
7,0.06750748452742894,98.00166666666667,0.017771632279007462,99.46
8,0.06581392327944438,98.015,0.02499594262543833,99.19
9,0.06431408067544302,98.11333333333333,0.01765731787918485,99.47
10,0.06068477101524671,98.22166666666666,0.01797354240229979,99.48
11,0.058972567399342854,98.30666666666667,0.016929930322268045,99.52
12,0.0591875871181488,98.305,0.01762137926341384,99.51
13,0.059912937674919765,98.33333333333333,0.0254257334980648,99.25
14,0.054881447741389276,98.39833333333333,0.020670179382094648,99.36
15,0.05893056414524714,98.325,0.01996207630254794,99.42
16,0.05505668116907279,98.40166666666667,0.019384533814454336,99.44
17,0.057837936669588086,98.28166666666667,0.02662504994896008,99.19
18,0.05340966780781746,98.45333333333333,0.023201489866012708,99.32
19,0.05669264211257299,98.35166666666667,0.02307798579475202,99.29
20,0.05860064657131831,98.36666666666666,0.015489549820963294,99.48
21,0.053684512936075526,98.495,0.021737896511086728,99.38
22,0.04969300738821427,98.56833333333333,0.022331448140111752,99.37
23,0.05246712156534195,98.46,0.019561203338489576,99.53
24,0.05121054514845212,98.50333333333333,0.01992200537281951,99.38
25,0.05134588676293691,98.465,0.020029346252981486,99.46
26,0.05356487804949284,98.46333333333334,0.02658573785867993,99.27
27,0.04887784004708131,98.57,0.01973857641171344,99.48
28,0.05157927655378977,98.54833333333333,0.019545975793842648,99.48
29,0.05521337126245101,98.43333333333334,0.01691650831690349,99.52
30,0.04831624106913805,98.595,0.016975191843765787,99.49
31,0.047924672891696295,98.655,0.024385194020334528,99.33
32,0.04460925527811051,98.77166666666666,0.02482042665543413,99.3
33,0.04944426846802235,98.57,0.022552260817823116,99.33
34,0.04501622076233228,98.74333333333334,0.01963323651894898,99.49
35,0.047578287101040284,98.67166666666667,0.019439577026607004,99.48
36,0.04420212100843589,98.78333333333333,0.020827948300901334,99.43
37,0.05042264123558998,98.58333333333333,0.018987178996979492,99.42
38,0.050752847272654375,98.55333333333333,0.01946179325842386,99.39
39,0.04450973893006643,98.72,0.0195521480449941,99.4
40,0.045450859791537124,98.70833333333333,0.022051269217653317,99.31
41,0.045947765009819216,98.65666666666667,0.02450337679007207,99.36
42,0.045900814667344095,98.72666666666667,0.019933990603784334,99.41
43,0.046108091059078773,98.68166666666667,0.021725106136733667,99.48
44,0.04259285261034965,98.815,0.02192448266996653,99.38
45,0.04359141137401263,98.725,0.026852511001564563,99.27
46,0.045165785692383845,98.70333333333333,0.022363318292376425,99.42
47,0.04822580149024725,98.625,0.018890719604009065,99.46
48,0.04311004859407743,98.75333333333333,0.02414771273076003,99.38
49,0.04221387625982364,98.78333333333333,0.020446584521390105,99.47
50,0.04509111609756947,98.72333333333333,0.021775636821426452,99.34
51,0.04522908802231153,98.74666666666667,0.022802129180449993,99.37
52,0.04284149315555891,98.765,0.02225336938686014,99.39
53,0.040933057411449654,98.8,0.01726227279330997,99.54
54,0.04374544035096963,98.70833333333333,0.020276856811865446,99.52
55,0.04222946037451426,98.795,0.01787838156102116,99.59
56,0.04345966432591279,98.75666666666666,0.021393112937652024,99.42
57,0.04588008746802807,98.69,0.021303216372933823,99.46
58,0.04090119057794412,98.86,0.02252695071203516,99.38
59,0.04145026089946429,98.78333333333333,0.022451489775862137,99.38
60,0.042867570863539976,98.79833333333333,0.01919168438624838,99.46
61,0.04220825359970331,98.81833333333333,0.018019020659446324,99.51
62,0.04110079436004162,98.835,0.016478433617098925,99.46
63,0.042186234029134115,98.80166666666666,0.02141219958217989,99.44
64,0.040713805881142616,98.89833333333333,0.02215173958223895,99.43
65,0.03810885106325149,98.89166666666667,0.020318655337454403,99.4
66,0.04174329709211985,98.84333333333333,0.023048275788156207,99.43
67,0.03939924655407667,98.9,0.02518490197393112,99.33
68,0.03918645677864552,98.91,0.023394711142126472,99.31
69,0.041368437257409095,98.78166666666667,0.023524125068389547,99.41
70,0.040447044731179875,98.86,0.02925813112928954,99.24
71,0.04075681533565124,98.85333333333334,0.019188070679245037,99.44
72,0.03862756923735142,98.885,0.01870183450819359,99.53
73,0.040013172513246535,98.845,0.018362819568568375,99.38
74,0.03837304599359632,98.94833333333334,0.018815158223248,99.47
75,0.037171341330806414,98.945,0.021635628397927213,99.33
76,0.03528678178240856,98.945,0.018201862271982828,99.45
77,0.03964959848324458,98.89333333333333,0.01808724163098959,99.55
78,0.03861544942210118,98.895,0.017097139260312543,99.45
79,0.03942638105650743,98.92833333333333,0.016068898045865355,99.48
80,0.040039374762773514,98.83666666666667,0.01415645643034809,99.54
81,0.03677809866070748,98.96833333333333,0.017934757962912773,99.56
82,0.038670045665403205,98.88666666666667,0.017432425113907083,99.49
83,0.03736867775960515,98.96666666666667,0.01816409001747088,99.49
84,0.038408792195717495,98.95166666666667,0.022801906613539903,99.36
85,0.03935355777864655,98.87666666666667,0.02391472885318576,99.44
86,0.0401235779222101,98.87,0.020967832905333487,99.41
87,0.036915236060818035,98.905,0.018226088810081274,99.41
88,0.03998497007588545,98.905,0.019146413428522645,99.41
89,0.03898647208660841,98.94166666666666,0.015215543826564681,99.55
90,0.03719128897140424,98.89833333333333,0.01659547699061195,99.5
91,0.038647556405514476,98.90833333333333,0.01851013177108521,99.51
92,0.03636172889967759,98.94166666666666,0.01920302024157718,99.47
93,0.036985942671696345,98.96166666666667,0.018728179040746182,99.52
94,0.037123840478683515,98.965,0.01961286361294333,99.45
95,0.04020437603890896,98.89833333333333,0.017855532542988658,99.51
96,0.03814567511578401,98.91,0.02015781466602084,99.56
97,0.03783129192988078,98.94333333333333,0.021874850917817094,99.41
98,0.037625748514632386,98.965,0.01972003850680885,99.49
99,0.03483410407553116,98.945,0.01790449090170532,99.49
100,0.036299233542382715,98.91166666666666,0.019617871482373903,99.44
101,0.03344917282362779,99.05,0.022562408743577907,99.43
102,0.03642872078418732,99.015,0.015628550802660176,99.52
103,0.033854737184941766,99.04,0.021774632425348682,99.5
104,0.033924798757831255,99.0,0.0205978476408578,99.56
105,0.036764306443929674,99.00166666666667,0.016145296853028412,99.5
106,0.03929827366024256,98.91666666666667,0.016954670345618796,99.56
107,0.039447332760194936,98.87166666666667,0.019957726419501706,99.44
108,0.03461877501110236,99.0,0.01585784486241173,99.52
109,0.035388887745141984,98.98,0.017404202530927067,99.49
110,0.038533437737822536,98.91,0.01671246911691851,99.59
111,0.03679141914049784,98.97,0.019580876976120636,99.45
112,0.03838288983888924,98.92,0.019459243009239437,99.48
113,0.03666335639407237,98.97333333333333,0.018150793493969832,99.57
114,0.034771468386054036,99.00166666666667,0.019617829776019766,99.39
115,0.03870917090860506,98.95333333333333,0.020399365913821386,99.53
116,0.03740840194622676,98.91166666666666,0.02028308792978059,99.45
117,0.03459941528638204,99.02833333333334,0.023778628838527858,99.35
118,0.03396870836615563,99.07333333333334,0.018257034374294562,99.58
119,0.03551899001449346,99.05,0.022356095553332487,99.39
120,0.03330766294334705,99.04166666666667,0.018761354733350527,99.45
121,0.03421315794487794,99.06666666666666,0.015568388086141204,99.51
122,0.035313775663574534,98.94833333333334,0.02361978368745149,99.46
123,0.03896068929359317,98.94833333333334,0.025942847772465024,99.4
124,0.03660736350019773,98.98833333333333,0.021660402429196982,99.48
125,0.03918225460102161,98.865,0.023693424270430113,99.28
126,0.03769374845822652,98.95666666666666,0.015897522754524836,99.57
127,0.03596510166712105,98.95666666666666,0.019549520472867517,99.47
128,0.03335288650542498,99.09,0.01619461265101563,99.57
129,0.03460953541149696,99.07333333333334,0.021792686558635616,99.46
130,0.03811369478007157,99.00333333333333,0.022949112077110475,99.39
131,0.03661142127364874,98.95833333333333,0.02232431325174307,99.52
132,0.0365543452133735,98.98166666666667,0.02413261737989378,99.28
133,0.03726659781821072,98.94166666666666,0.022537886978546157,99.4
134,0.0354003775075078,98.98166666666667,0.020114194430992938,99.47
135,0.03729325026770433,98.97,0.026371625957637798,99.41
136,0.034450563215216,99.05333333333333,0.01687834458138532,99.57
137,0.03835190905630589,98.96333333333334,0.020856064039904778,99.43
138,0.033436576987306274,99.06833333333333,0.018765967840698797,99.5
139,0.03706332265188297,98.98333333333333,0.026932623142708327,99.36
140,0.034144530732433,98.99166666666666,0.021235314991756966,99.46
141,0.035247740227977435,99.04333333333334,0.01857546854933662,99.49
142,0.03511589658955733,99.04333333333334,0.019479186090477742,99.36
143,0.0374039131646355,98.94666666666667,0.021820979206199263,99.47
144,0.036901332380374276,98.97,0.019922615125773063,99.47
145,0.03475966386497021,99.02833333333334,0.01703531785633777,99.57
146,0.033545871990919116,99.04833333333333,0.02376549306153318,99.4
147,0.03227881618390481,99.065,0.025154889133671397,99.43
148,0.037445059552788734,99.01333333333334,0.01898754578726944,99.43
149,0.03449833763192097,99.07666666666667,0.019257883743545836,99.49
150,0.032349417766431965,99.13166666666666,0.020769934361908965,99.54
151,0.033692382064958414,99.06666666666666,0.018151744370127496,99.52
152,0.03456608296434085,99.08333333333333,0.021168338995870728,99.45
153,0.03612120031391581,99.04666666666667,0.019343104162719102,99.44
154,0.035009571630259355,99.04,0.018879936567414553,99.5
155,0.03478831994036834,98.99166666666666,0.022589070972143053,99.42
156,0.03643096024592717,99.01666666666667,0.021149347963173932,99.47
157,0.03471059657204896,99.03666666666666,0.022281267832172942,99.47
158,0.03416108415424824,99.04666666666667,0.02358825339616742,99.45
159,0.03440879595183457,99.03666666666666,0.022337303506647005,99.52
160,0.03575777636468411,99.05833333333334,0.02194460641494952,99.47
161,0.03386004726787408,99.05833333333334,0.022194216926867374,99.39
162,0.03509873294668893,99.01833333333333,0.020833324249079306,99.47
163,0.03653196381131808,99.02833333333334,0.017955084748985245,99.49
164,0.035334958120187124,99.03166666666667,0.02152079911913315,99.46
165,0.03429970876077811,99.045,0.019235231026471594,99.56
166,0.03697436538438002,99.005,0.022568888219783548,99.45
167,0.032960566889246305,99.075,0.016976747374319166,99.54
168,0.03429513488933444,99.03833333333333,0.017710198687361935,99.45
169,0.03396605777914325,99.08166666666666,0.02145335479229652,99.49
170,0.03394128677075108,99.02666666666667,0.0212899209595751,99.3
171,0.03573415285696586,99.01333333333334,0.019261136726289624,99.38
172,0.03511382825771968,99.06333333333333,0.017780789163542796,99.55
173,0.03324924430549145,99.05,0.020301314972504043,99.43
174,0.0322147184441487,99.13166666666666,0.01918167065938469,99.49
175,0.036594361993670464,99.00166666666667,0.018401809831970605,99.46
176,0.03510187241286039,99.035,0.021291897796182457,99.48
177,0.03488145213772853,99.04166666666667,0.021397218002632144,99.46
178,0.035379963809251784,99.04,0.02536042391938099,99.36
179,0.035376722186803815,99.04333333333334,0.019732104625366627,99.45
180,0.0371554117128253,98.99666666666667,0.020534103396524735,99.38
181,0.032930653277412056,99.1,0.021673354220064358,99.45
182,0.034400966612994674,99.04666666666667,0.0201544686815933,99.54
183,0.03447442461016278,99.045,0.021008922944008374,99.49
184,0.037276909965773423,99.04833333333333,0.023497177922644188,99.28
185,0.03739362665663163,98.995,0.023340311508435116,99.48
186,0.03464454051206509,99.11333333333333,0.017989646160703705,99.49
187,0.0363413361089925,99.02333333333333,0.021272264590227134,99.5
188,0.0326451631370311,99.075,0.016263834389817565,99.52
189,0.03154818906572958,99.08833333333334,0.017234634884190747,99.48
190,0.03157576345403989,99.13666666666667,0.015452133902730201,99.61
191,0.03475242998301983,99.03,0.017656732580580137,99.55
192,0.03350870007475217,99.05,0.0195184760495933,99.49
193,0.034335426185031735,99.07,0.020146678062941646,99.51
194,0.030979878761495154,99.09166666666667,0.016167664835265168,99.54
195,0.03532303511401017,99.055,0.01926294737129647,99.46
196,0.03633859393298626,99.095,0.01675639308957616,99.51
197,0.036635452726483345,98.98,0.01665841000508517,99.5
198,0.03552260340700547,99.05,0.021436990208970382,99.51
199,0.0338386919076244,99.095,0.01798903339819517,99.54
200,0.03831109989931186,98.975,0.014961979533411796,99.53
201,0.03352405423298478,99.10333333333334,0.016415313745437744,99.54
202,0.03326402457853158,99.04166666666667,0.015203507829029695,99.58
203,0.034290327184150614,99.05,0.017316894948911796,99.46
204,0.0349592217117548,99.065,0.016470734221499878,99.56
205,0.03480976390428841,99.06833333333333,0.020318773150272317,99.48
206,0.03579201427909235,99.14166666666667,0.02200532882855914,99.47
207,0.036055083452165126,99.045,0.022719870789360722,99.36
208,0.03408414028684298,99.09833333333333,0.02090300710083684,99.44
209,0.0379002035588026,99.00166666666667,0.016438080777489813,99.57
210,0.03561722143453856,99.04,0.018158768975595013,99.48
211,0.03470474583655596,99.06666666666666,0.02094351042653434,99.37
212,0.04049845211431384,98.93833333333333,0.01997613336998006,99.55
213,0.03254375208566586,99.09166666666667,0.021891149524432784,99.49
214,0.034732466574634115,99.08833333333334,0.0200595830826398,99.55
215,0.036312958330164354,99.03,0.01936340497159399,99.47
216,0.037293830037117004,99.03,0.021924966302869144,99.39
217,0.033172327500830094,99.085,0.021567296358485148,99.48
218,0.03249788902228077,99.14333333333333,0.02042616414691438,99.48
219,0.03498469331363837,99.085,0.022002799053710623,99.53
220,0.0354216284699738,99.06666666666666,0.02003900399192353,99.41
221,0.03541248484402895,99.06,0.020797319945185883,99.44
222,0.03536474217387537,99.07166666666667,0.019124848987266886,99.45
223,0.033980921694349187,99.10666666666667,0.024299432864985464,99.41
224,0.03650375239818047,99.02,0.02095666990288046,99.53
225,0.03362023638747633,99.07,0.023718181164747876,99.47
226,0.032856892821689444,99.11833333333334,0.016902163634564794,99.52
227,0.0316200879059732,99.14,0.019108447702461853,99.51
228,0.036090827929973604,99.04333333333334,0.020298412698023093,99.43
229,0.03479176498800516,99.08833333333334,0.038260276188445276,99.26
230,0.03654130491688848,99.065,0.031288294409943775,99.28
231,0.03424726308261355,99.07333333333334,0.027400912436610088,99.39
232,0.034434171147396164,99.06666666666666,0.019768606820545386,99.53
233,0.03286247160534064,99.14833333333333,0.024290115876169874,99.37
234,0.03477548744728168,99.06333333333333,0.0213376021008502,99.49
235,0.0344773002465566,99.10333333333334,0.019037388803652595,99.57
236,0.03654086393589775,99.06833333333333,0.019014352292178956,99.49
237,0.03787238814532757,99.07333333333334,0.021926712866680464,99.46
238,0.03542519099228084,99.08666666666667,0.026112615744950017,99.48
239,0.032116970257957775,99.16833333333334,0.02255740198123664,99.43
240,0.032403774440288545,99.12166666666667,0.02003506378105376,99.57
241,0.03543374430735906,99.05833333333334,0.019441139518143608,99.45
242,0.03794096369544665,98.99333333333334,0.01687614276506897,99.56
243,0.03651987922787666,99.02666666666667,0.021906910209588112,99.51
244,0.03489576970487833,99.075,0.01836110328809791,99.57
245,0.03368209702918927,99.05666666666667,0.019826844362355517,99.51
246,0.03479737256864707,99.085,0.02005719902931255,99.55
247,0.03559917142465711,99.07333333333334,0.01882956801921755,99.45
248,0.032118165193715444,99.13333333333334,0.021796310107713726,99.51
249,0.036263410677512486,99.055,0.015421123415067269,99.6
250,0.03267483434130748,99.075,0.021252756243455222,99.38
251,0.03578920741577943,99.08166666666666,0.018910135562327922,99.43
252,0.033164057715733844,99.10333333333334,0.016672606782917865,99.56
253,0.03627012437010805,99.05333333333333,0.019552417409344342,99.47
254,0.03591657658914725,99.03,0.01952113735983148,99.53
255,0.03603168386568626,99.035,0.017722766979212476,99.58
256,0.03617884320269028,99.07333333333334,0.020552244272385656,99.48
257,0.03635648821940025,99.07666666666667,0.01879381298311053,99.56
258,0.031209099891285102,99.12166666666667,0.015138350119299138,99.58
259,0.03375528955111901,99.11333333333333,0.02468499818697419,99.49
260,0.03524201093216737,99.08,0.020109801109314367,99.47
261,0.0342276521106561,99.08666666666667,0.023217242046509635,99.4
262,0.03526094208123783,99.04833333333333,0.01831040593512007,99.56
263,0.033893771453155204,99.145,0.021625543827106596,99.48
264,0.033020047465960184,99.12333333333333,0.02080867270322342,99.4
265,0.03680397862394651,99.08333333333333,0.02604534953859984,99.39
266,0.03459760385577877,99.085,0.01848993380718748,99.51
267,0.037870435940722626,98.99666666666667,0.02145096248697373,99.59
268,0.03198459868828456,99.09166666666667,0.0209849639916094,99.51
269,0.03378180377384027,99.13,0.019115271538906815,99.6
270,0.03559193203449249,99.11833333333334,0.021380364959771397,99.45
271,0.03481117102007071,99.08333333333333,0.03342784798706853,99.46
272,0.03898437630714228,99.06666666666666,0.02417310137503955,99.41
273,0.035456748150289055,99.10666666666667,0.021619497640756855,99.4
274,0.03214506613065799,99.15666666666667,0.02349498877656588,99.49
275,0.03367292801340421,99.09666666666666,0.022368546152394263,99.52
276,0.03312458467284839,99.11,0.022712737022206417,99.52
277,0.03563911112795273,99.055,0.018360413039004198,99.49
278,0.03560806824266911,99.08,0.02830120251639309,99.43
279,0.0384868123224626,99.02666666666667,0.023040493862653784,99.53
280,0.03412244398792585,99.12,0.01883657770344288,99.57
281,0.035902814828356104,99.045,0.020154191954515385,99.51
282,0.03371859600096941,99.09666666666666,0.01884738430598809,99.54
283,0.03679558958634734,99.06166666666667,0.025228529195409282,99.54
284,0.03636376699159543,99.09833333333333,0.022870302432237078,99.52
285,0.03533815762897333,99.07666666666667,0.019335540961633525,99.5
286,0.03016870850076278,99.14,0.021224551432207226,99.56
287,0.03583299535078307,99.045,0.02348550934670493,99.42
288,0.03524404145876567,99.07166666666667,0.02058375163450787,99.51
289,0.035752321905394395,99.10166666666667,0.02501743233780144,99.37
290,0.036512964632051684,99.06,0.02423756948664086,99.4
291,0.035452064271271226,99.08833333333334,0.019528120646567414,99.44
292,0.033653577975928786,99.08333333333333,0.02326018121224697,99.5
293,0.03306390901878476,99.12,0.023537066347245127,99.35
294,0.03279601229814191,99.135,0.021908959646523,99.46
295,0.030569108898440996,99.18333333333334,0.02315973547572503,99.47
296,0.033940754271547,99.055,0.02459054912691936,99.48
297,0.035516548807919025,99.08166666666666,0.021881852492687166,99.48
298,0.03756607336948315,99.03666666666666,0.01993454640830439,99.32
299,0.034220502976235,99.14166666666667,0.02027605644155924,99.59
300,0.03380064563602209,99.14,0.020613516280241127,99.45
301,0.0368725868485868,99.09,0.020083050534216454,99.49
302,0.03423344951917728,99.12166666666667,0.02383207175246789,99.36
303,0.03617790040373802,99.03666666666666,0.02378492363137002,99.57
304,0.035703067458669344,99.07,0.024978982008880483,99.48
305,0.03868479520231485,99.00666666666666,0.020193857297968406,99.51
306,0.034798806284864744,99.09,0.022022199929598356,99.39
307,0.035018204761544866,99.05333333333333,0.021410014312481282,99.48
308,0.03449187828451395,99.095,0.018014627800089875,99.53
309,0.03371463867227236,99.115,0.022048420146698482,99.4
310,0.0366763082596163,99.04,0.021255415259732395,99.45
311,0.03876242008966704,99.035,0.019222415832724073,99.53
312,0.035235429232443376,99.07666666666667,0.023096957773517352,99.44
313,0.03668352621967594,99.05666666666667,0.023356508290610492,99.41
314,0.03446737844844659,99.13,0.02137773330400232,99.39
315,0.03419079132874807,99.09,0.020981731582002203,99.5
316,0.03756419793615739,99.04166666666667,0.02231347500421689,99.45
317,0.0360658074123164,99.02,0.018517618600798594,99.48
318,0.031947186383605004,99.11166666666666,0.018315104224380582,99.67
319,0.035839034003267684,99.08,0.023186277562828036,99.52
320,0.03337871131512026,99.155,0.023505328307454283,99.56
321,0.0375572488501668,99.02166666666666,0.01791183372589292,99.58
322,0.03786375527270138,99.05166666666666,0.01878165624244138,99.5
323,0.03230377753625313,99.105,0.01915088464123894,99.52
324,0.0372821685820818,99.02833333333334,0.014798063751747395,99.53
325,0.03805095750962695,99.01833333333333,0.025088361610431455,99.52
326,0.03622925145626068,99.03333333333333,0.020893101237714224,99.44
327,0.033933016565193735,99.09833333333333,0.01740575494644381,99.47
328,0.03330390895431241,99.14333333333333,0.023862477507445135,99.5
329,0.03829800301343202,99.055,0.01919846073655932,99.43
330,0.035821041321754454,99.07666666666667,0.02055556937453648,99.51
331,0.03959797118181984,99.02333333333333,0.019878292192186724,99.47
332,0.035355435236543414,99.07333333333334,0.021352816202444953,99.52
333,0.0367034063719213,99.04666666666667,0.01726505659836692,99.47
334,0.03048778495565057,99.18833333333333,0.0268216301328368,99.42
335,0.033075154497288164,99.12666666666667,0.018805330817122195,99.54
336,0.03413107255914559,99.08166666666666,0.025527552909190034,99.41
337,0.03636079344786704,99.06,0.02057140942944957,99.43
338,0.033365977374246965,99.095,0.020217574578515633,99.52
339,0.03288613948871692,99.2,0.018733894993754257,99.5
340,0.034798207035164036,99.11333333333333,0.02792002348726137,99.52
341,0.036628470525580145,99.055,0.025183627238363215,99.44
342,0.03578240451986591,99.08166666666666,0.024293762487590537,99.53
343,0.03630364161630471,99.09666666666666,0.02124404109091629,99.55
344,0.03613010785194735,99.02166666666666,0.019835493912652602,99.42
345,0.03474899366684258,99.07166666666667,0.018357169646362262,99.5
346,0.030553143219898143,99.185,0.01842806242728984,99.52
347,0.03395401333173116,99.14166666666667,0.01830734922237971,99.46
348,0.03482150939529141,99.11166666666666,0.029474654375918726,99.35
349,0.03548869379609823,99.09,0.02225602597478355,99.48
350,0.041317373014986516,98.95333333333333,0.02337701263008637,99.38
351,0.040269268486648795,98.99166666666666,0.025842077708488797,99.5
352,0.03561205054819584,99.075,0.02360126916188743,99.41
353,0.0348953699161609,99.105,0.021549155499690824,99.52
354,0.03566791684416433,99.055,0.01977026763679387,99.48
355,0.03597112023110191,99.07166666666667,0.019806797919621748,99.54
356,0.03585621004899343,99.05833333333334,0.02120356799284782,99.51
357,0.034720383969446024,99.10166666666667,0.026108376962703187,99.49
358,0.04058724572310845,98.95666666666666,0.018492583912587634,99.51
359,0.03312144940122962,99.135,0.024476169509624834,99.47
360,0.03341172532637914,99.155,0.028722022717044438,99.45
361,0.04082234268039465,98.975,0.020595076779711233,99.57
362,0.03276324824156861,99.14333333333333,0.020387315368512647,99.44
363,0.03695707815686862,99.03833333333333,0.03189243562815245,99.37
364,0.03894581711143255,99.02833333333334,0.020023569872668942,99.5
365,0.035678334846595924,99.09166666666667,0.023453219306087705,99.55
366,0.034031603684524694,99.12833333333333,0.018804831083118916,99.54
367,0.0368194364498059,99.08166666666666,0.021489019002472604,99.52
368,0.033262148502469065,99.15666666666667,0.020586493120601516,99.54
369,0.03661236507867773,99.075,0.019456838677311315,99.49
370,0.03491328170001507,99.105,0.031654033588430296,99.36
371,0.036892699621555704,99.02833333333334,0.02174327866427227,99.5
372,0.03431201353818178,99.085,0.02200157872531563,99.53
373,0.03395487272155782,99.12166666666667,0.02633368353971855,99.53
374,0.03320457603633404,99.12,0.01723362579191744,99.58
375,0.038735393442834415,99.05333333333333,0.023309857811318942,99.33
376,0.03705996873229742,99.03166666666667,0.018496155137306777,99.5
377,0.032383606681972744,99.16833333333334,0.020820442601200192,99.5
378,0.034538874397675196,99.07833333333333,0.022816197311592647,99.44
379,0.039463897166773676,99.03333333333333,0.022133478110888245,99.44
380,0.039445939956108726,98.99666666666667,0.022017173654394172,99.3
381,0.0387751550078392,99.04333333333334,0.019782577548187692,99.54
